ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
14377,Washington Heights,Single Family,125097,17329,8935.5,1445.4,1155.27,Middle2
14380,Washington Heights,Single Family,143406,20397,7967,1340.05,1073.53,Middle1
14392,Washington Heights,Single Family,91740,13834,7056.92,1245.91,1257.64,Middle2
14404,Washington Heights,Single Family,170836,21854,9490.89,1628.89,1214.11,Middle3
14405,Washington Heights,Single Family,153239,19972,9577.44,1627.25,1248.25,Middle3
14406,Washington Heights,Single Family,189655,25979,10536.39,2053.89,1367.32,Middle3
14411,Washington Heights,Single Family,86681,17782,6667.77,1577.54,1367.85,Middle3
14414,Washington Heights,Single Family,120427,14561,10947.91,1833.83,1213.42,Middle3
14424,Washington Heights,Single Family,81851,10668,8185.1,1613.67,1185.33,Middle3
14430,Washington Heights,Single Family,63813,8802,9116.14,1995.71,1257.43,Middle3
14431,Washington Heights,Single Family,35439,6133,7087.8,1144.2,1226.6,Middle2
14432,Washington Heights,Single Family,12268,2530,6134,1377.5,1265,Middle2
14438,Washington Heights,Single Family,76337,8494,10905.29,1608.57,1213.43,Middle3
14443,Washington Heights,Single Family,117763,13668,11776.3,1481.64,1242.55,Middle3
14446,Washington Heights,Single Family,107614,18242,7686.71,1688.14,1303,Middle3
14450,Washington Heights,Single Family,86123,11312,9569.22,1898.3,1131.2,Middle2
14453,Washington Heights,Single Family,134177,14894,10321.31,1307.46,1145.69,Middle2
14457,Washington Heights,Single Family,133634,17788,8908.93,1284.53,1185.87,Middle2
14466,Washington Heights,Single Family,32593,17104,10864.33,1423.71,1221.71,Newer
14473,Washington Heights,Single Family,57144,9269,7143,1532.63,1158.63,Middle2
14486,Washington Heights,Single Family,164145,21179,9655.59,1702.35,1245.82,Middle2
14488,Washington Heights,Single Family,170853,23096,8542.65,1887.4,1154.8,Middle3
14499,Washington Heights,Single Family,117825,17706,9063.46,1341.86,1264.71,Middle2
14500,Washington Heights,Single Family,93323,13982,7178.69,1338.75,1165.17,Middle2
14502,Washington Heights,Single Family,55910,9650,7987.14,1375.33,1072.22,Middle2
14506,Washington Heights,Single Family,191135,22474,12742.33,1722.26,1182.84,Middle3
14508,Washington Heights,Single Family,94786,15924,8616.91,1646.62,1224.92,Middle3
14512,Washington Heights,Single Family,43999,5184,10999.75,1484,1296,Middle2
14515,Washington Heights,Single Family,72737,10929,8081.89,1552.22,1214.33,Middle3
14527,Washington Heights,Single Family,82644,12823,7513.09,1702.09,1165.73,Middle3
14528,Washington Heights,Single Family,110245,21369,6124.72,1271.53,1124.68,Middle2
14534,Washington Heights,Single Family,68841,8827,7649,1349,1103.38,Middle2
14538,Washington Heights,Single Family,90556,14274,10061.78,1521.09,1297.64,Middle2
14543,Washington Heights,Single Family,127615,18492,7975.94,1185.63,1155.75,Middle2
14546,Washington Heights,Single Family,166079,22820,7908.52,1186.91,992.17,Middle2
14548,Washington Heights,Single Family,180040,24013,9002,1611.48,1143.48,Middle3
14552,Washington Heights,Single Family,176903,22143,9310.68,1541.05,1230.17,Middle2
14554,Washington Heights,Single Family,160500,19721,9441.18,1492.79,1095.61,Middle2
14555,Washington Heights,Single Family,90869,14547,7572.42,1582.31,1119,Middle3
14559,Washington Heights,Single Family,134094,17055,8939.6,1322,1065.94,Middle2
14566,Washington Heights,Multi < 7,22217,2322,11108.5,1984,1161,Middle3
14570,Washington Heights,Single Family,73576,9754,7357.6,1598.13,1219.25,Middle2
14572,Washington Heights,Single Family,70085,9135,10012.14,1190.75,1141.88,Middle2
14574,Washington Heights,Single Family,33513,5489,8378.25,1186.5,1372.25,Middle1
14576,Washington Heights,Single Family,40432,6059,8086.4,1644,1211.8,Middle3
14577,Washington Heights,Single Family,44547,6748,8909.4,1310.5,1124.67,Middle2
14587,Washington Heights,Commercial,19521,2391,9760.5,1681,1195.5,Middle2
14589,Washington Heights,Single Family,140699,19565,10049.93,1582.12,1150.88,Middle3
14591,Washington Heights,Single Family,111953,13186,10177.55,1750,1198.73,Middle3
14594,Washington Heights,Single Family,151327,19936,10088.47,1842.75,1246,Middle3
14600,Washington Heights,Single Family,124531,13394,11321,1672.1,1339.4,Middle2
14606,Washington Heights,Single Family,113792,16515,8753.23,1419.08,1270.38,Middle1
14610,Washington Heights,Single Family,33538,4021,8384.5,1319.75,1005.25,Middle2
14617,Washington Heights,Single Family,81607,8636,11658.14,1074.25,1079.5,Middle2
14618,Washington Heights,Single Family,77107,9963,9638.38,1266.89,1107,Middle1
14622,Washington Heights,Single Family,84244,12164,8424.4,1471.2,1216.4,Middle1
14623,Washington Heights,Single Family,58939,9207,7367.38,1192.22,1023,Middle2
14628,Washington Heights,Single Family,125310,11680,11391.82,1681.18,1061.82,Middle2
14631,Washington Heights,Single Family,37421,6982,6236.83,1181.67,1163.67,Middle2
14632,Washington Heights,Single Family,45990,5764,6570,1399,1152.8,Middle2
14637,Washington Heights,Single Family,71314,9686,8914.25,1194.13,1210.75,Middle2
14641,Washington Heights,Single Family,76206,7984,9525.75,1542.5,998,Middle2
14644,Washington Heights,Single Family,58762,7158,11752.4,1320.5,1193,Middle3
14649,Washington Heights,Single Family,75963,9747,9495.38,1695.63,1218.38,Ancient
14650,Washington Heights,Single Family,39245,4177,9811.25,1665.75,1044.25,Ancient
14653,Washington Heights,Single Family,100820,11119,10082,1548.22,1235.44,Middle3
14654,Washington Heights,Single Family,103525,12572,10352.5,1570.82,1142.91,Middle2
14656,Washington Heights,Single Family,95703,16003,7975.25,1739,1333.58,Middle3
14657,Washington Heights,Single Family,124991,16369,10415.92,1544.69,1259.15,Middle3
14658,Washington Heights,Single Family,154057,17242,9628.56,1472.21,1231.57,Middle2
14662,Washington Heights,Single Family,134336,17638,8396,1371.19,1102.38,Middle2
14668,Washington Heights,Single Family,78807,12154,7880.7,1313.36,1104.91,Ancient
14679,Washington Heights,Single Family,119787,14916,8556.21,1775.14,1065.43,Middle3
14680,Washington Heights,Single Family,17301,4131,4325.25,1097.75,1032.75,Middle2
14681,Washington Heights,Single Family,81460,10127,10182.5,1509,1125.22,Middle1
14686,Washington Heights,Single Family,153961,21446,8553.39,1296.22,1191.44,Middle1
14690,Washington Heights,Single Family,117088,16785,7805.87,1377.67,1119,Middle1
14697,Washington Heights,Single Family,163932,16728,10928.8,1155,1045.5,Middle1
14702,Washington Heights,Single Family,128060,19694,8003.75,1283.33,1094.11,Middle2
14707,Washington Heights,Single Family,73653,9325,9206.63,1673.38,1165.63,Middle2
14708,West Pullman,Single Family,41768,7648,6961.33,1146,1092.57,Middle1
14713,Washington Heights,Single Family,56069,8237,7008.63,1235.25,1029.63,Middle2
14714,Washington Heights,Single Family,94110,13749,7239.23,1365.5,1145.75,Middle2
14717,Washington Heights,Single Family,111117,15476,11111.7,1266.64,1190.46,Middle3
14718,Washington Heights,Single Family,122072,13106,8719.43,1275.38,1008.15,Middle3
14722,Washington Heights,Single Family,173825,21717,9148.68,1700.56,1206.5,Middle3
14723,Washington Heights,Single Family,151585,24479,7218.33,1598.5,1165.67,Middle3
14729,Washington Heights,Single Family,130755,16813,8717,1434.2,1120.87,Middle2
14733,Washington Heights,Single Family,138505,18982,8147.35,1481.19,1186.38,Middle2
14738,Washington Heights,Single Family,138116,17407,7673.11,1457.29,1023.94,Middle2
14742,Washington Heights,Single Family,12136,3699,6068,1504.67,1233,Middle3
14757,Washington Heights,Single Family,122518,10545,13613.11,1703.67,1171.67,Middle2
14758,Washington Heights,Single Family,48538,6230,6934,1421.17,1038.33,Middle2
14759,Washington Heights,Single Family,26299,4478,6574.75,1549.25,1119.5,Ancient
14761,Washington Heights,Single Family,127757,16017,9125.5,1660.54,1232.08,Middle3
14762,Washington Heights,Single Family,51014,5503,8502.33,1820.2,1100.6,Middle3
14763,Washington Heights,Single Family,34911,3684,11637,1204,1228,Middle2
14767,Washington Heights,Single Family,118230,20506,6568.33,1554.59,1206.24,Middle2
14768,Washington Heights,Single Family,136479,21044,7582.17,1671.06,1169.11,Middle3
14773,Washington Heights,Single Family,146004,17700,9733.6,1288.07,1264.29,Middle2
14778,Washington Heights,Single Family,139751,19181,9316.73,1335.67,1278.73,Middle2
14782,Washington Heights,Single Family,124239,17279,7308.18,1368.06,1079.94,Middle2
14785,Washington Heights,Single Family,149203,21256,7852.79,1541.06,1180.89,Middle2
14787,Washington Heights,Single Family,76687,13212,6971.55,1259.92,1101,Middle2
14791,Washington Heights,Single Family,119084,17154,7938.93,1390.79,1225.29,Middle3
14792,Washington Heights,Single Family,135109,16983,9650.64,1500.33,1132.2,Middle3
14793,Washington Heights,Single Family,135633,14294,11302.75,1562.17,1191.17,Middle3
14794,Washington Heights,Single Family,69493,8301,6949.3,1538,1037.63,Middle2
14798,Washington Heights,Single Family,113353,14561,9446.08,1625.25,1213.42,Middle2
14806,Washington Heights,Single Family,135661,17694,8478.81,1389.24,1040.82,Middle2
14810,Washington Heights,Single Family,140339,17785,8255.24,1365.19,1111.56,Middle2
14815,Washington Heights,Single Family,78255,11595,8695,1365,1159.5,Middle2
14818,Washington Heights,Single Family,90566,15456,8233.27,1194.64,1104,Middle2
14820,Washington Heights,Single Family,37051,3360,12350.33,920.67,1120,Middle3
14841,Washington Park,Single Family,85234,14118,8523.4,1649.91,1283.45,Middle3
14847,West Elsdon,Single Family,34550,7361,5758.33,1042.43,1051.57,Middle2
14848,West Elsdon,Single Family,98155,16419,6543.67,1017.93,1094.6,Middle2
14852,West Elsdon,Single Family,135936,16997,9062.4,1139.06,1062.31,Middle2
14858,West Elsdon,Single Family,103606,17545,7400.43,1070.93,1169.67,Middle2
14866,West Elsdon,Single Family,107045,15000,7136.33,1065.6,1000,Middle2
14867,West Elsdon,Single Family,129114,16906,8069.63,1147.13,1056.63,Middle2
14880,West Elsdon,Single Family,129108,15569,9222,1173.64,1112.07,Middle2
14883,West Elsdon,Single Family,87677,13770,7306.42,1218,983.57,Middle2
14886,West Elsdon,Single Family,69593,10368,7732.56,1372.44,1152,Middle2
14888,West Elsdon,Single Family,170175,22240,8508.75,1223.85,1112,Middle1
14894,West Elsdon,Single Family,79317,12564,6101.31,1051.23,966.46,Middle2
14899,West Elsdon,Single Family,66542,10257,8317.75,1058.33,1139.67,Middle2
14901,West Elsdon,Single Family,92109,16511,6579.21,1050,1100.73,Middle2
14903,West Elsdon,Single Family,135108,16294,9650.57,1244.8,1086.27,Middle2
14911,West Elsdon,Single Family,91726,16565,7055.85,1117.47,1104.33,Middle2
14914,West Elsdon,Single Family,71999,16360,5999.92,1184.71,1168.57,Middle1
14915,West Elsdon,Single Family,105776,17616,7555.43,1115.4,1174.4,Middle1
14918,West Elsdon,Single Family,181314,21128,9542.84,1334.33,1173.78,Middle1
14919,West Elsdon,Single Family,83605,15645,5971.79,1130.71,1117.5,Middle2
14925,West Elsdon,Commercial,30923,3425,10307.67,1796.33,1141.67,Newer
14928,West Elsdon,Single Family,115747,15433,8903.62,1098.46,1187.15,Middle2
14934,West Elsdon,Single Family,62645,9096,6264.5,1215.11,1010.67,Middle2
14937,West Elsdon,Single Family,117316,16928,9024.31,1114.62,1302.15,Middle2
14938,West Elsdon,Single Family,92060,14553,7081.54,1166.71,1039.5,Middle2
14941,West Elsdon,Single Family,152998,21845,8999.88,1379.71,1285,Middle2
14947,West Elsdon,Single Family,158109,20514,8321.53,1160.35,1025.7,Middle2
14949,West Elsdon,Single Family,137344,18394,9156.27,1327.33,1226.27,Middle2
14951,West Elsdon,Single Family,152932,20967,8496.22,1263.44,1164.83,Middle2
14953,West Elsdon,Single Family,128652,17902,7567.76,1229.35,1053.06,Middle2
14957,West Elsdon,Multi < 7,108233,11139,7215.53,1017.69,1237.67,Middle2
14962,West Elsdon,Single Family,55158,8375,7879.71,1319,1196.43,Middle2
14963,West Elsdon,Single Family,78797,10460,8755.22,1249.22,1162.22,Middle2
14969,West Elsdon,Single Family,82529,12645,8252.9,1197.17,1053.75,Middle2
14970,West Elsdon,Single Family,116179,18378,7261.19,1195.07,1225.2,Middle2
14974,West Elsdon,Single Family,158026,21486,7901.3,1270.1,1074.3,Middle2
14975,West Elsdon,Single Family,128317,14674,9870.54,1423.42,1222.83,Middle2
14976,West Elsdon,Single Family,95903,12554,8718.45,928.45,1141.27,Middle2
14978,West Elsdon,Single Family,107659,20821,6332.88,1172.94,1156.72,Middle2
14982,West Elsdon,Single Family,93890,11913,7222.31,1135.67,992.75,Middle2
14993,West Elsdon,Single Family,106949,14921,8226.85,1230.79,1065.79,Middle2
14995,West Elsdon,Single Family,149479,21267,7867.32,1131.74,1119.32,Middle2
14999,West Elsdon,Single Family,107976,12336,9816,1182.45,1121.45,Middle2
15003,West Elsdon,Single Family,137548,20132,9169.87,1186.06,1258.25,Middle1
15011,West Elsdon,Multi < 7,48952,4068,8158.67,885.75,1017,Middle2
15012,West Elsdon,Single Family,104656,13206,8721.33,1196.75,1100.5,Middle2
15017,West Elsdon,Single Family,135852,18682,7150.11,1093.83,1037.89,Middle2
15018,West Elsdon,Single Family,127636,19989,7508,1160.41,1175.82,Middle2
15034,West Elsdon,Single Family,122369,17612,7648.06,1210.94,1100.75,Middle2
15037,West Elsdon,Single Family,159558,19180,9972.38,1439.56,1065.56,Middle2
15039,West Elsdon,Single Family,134978,16865,8436.13,1307.63,1054.06,Middle2
15046,West Elsdon,Single Family,67240,12778,6724,1294.18,1161.64,Middle3
15053,West Elsdon,Single Family,89468,17922,8133.45,1250.5,1120.13,Middle2
15057,West Elsdon,Single Family,129054,17980,7591.41,1348.12,1057.65,Middle2
15059,West Elsdon,Single Family,102789,16229,7906.85,1233.5,1159.21,Middle2
15061,West Elsdon,Single Family,113596,17080,7573.07,1219.63,1067.5,Middle2
15067,West Elsdon,Single Family,116394,16660,7274.63,1214.56,1041.25,Middle2
15070,West Elsdon,Single Family,82022,11555,8202.2,1434.9,1155.5,Middle2
15073,West Elsdon,Single Family,68332,11087,7592.44,1343.4,1108.7,Middle2
15079,West Elsdon,Single Family,82036,12026,9115.11,1397.1,1202.6,Middle2
15080,West Elsdon,Single Family,120903,14106,8635.93,1333.77,1085.08,Middle2
15086,West Englewood,Single Family,24659,1926,12329.5,1686.5,963,Ancient
15095,West Englewood,Single Family,88906,8024,9878.44,1835.57,1146.29,Middle3
15099,West Englewood,Single Family,18357,2078,9178.5,1745,1039,Middle3
15100,West Englewood,Single Family,51610,5277,8601.67,1287.4,1055.4,Middle3
15101,West Englewood,Single Family,39503,5653,9875.75,1471.8,1130.6,Middle3
15107,West Englewood,Single Family,65922,8100,10987,1477.86,1157.14,Middle3
15111,West Englewood,Single Family,26904,3624,5380.8,842.33,1208,Ancient
15113,West Englewood,Single Family,34160,2066,17080,1726.5,1033,Ancient
15122,West Englewood,Single Family,33672,10338,4810.29,1479.22,1148.67,Ancient
15124,West Englewood,Single Family,41039,6163,8207.8,1714.8,1232.6,Middle2
15133,West Englewood,Single Family,107094,12618,8924.5,1660.58,1051.5,Middle3
15139,West Englewood,Single Family,152810,14233,10187.33,2120,1094.85,Middle3
15141,West Englewood,Single Family,60699,4673,7587.38,1734.75,1168.25,Middle3
15148,West Englewood,Single Family,65967,10788,7329.67,1553.5,1078.8,Middle3
15150,West Englewood,Single Family,105555,8805,8796.25,1237.11,978.33,Middle3
15153,West Englewood,Single Family,74776,8046,8308.44,1896.5,1005.75,Middle3
15154,West Englewood,Single Family,31574,7003,6314.8,1669.17,1167.17,Middle2
15155,West Englewood,Single Family,65884,7053,10980.67,1684.67,1175.5,Middle3
15164,West Englewood,Single Family,104261,17168,8688.42,1818.36,1226.29,Middle3
15173,West Englewood,Single Family,123800,13289,10316.67,1636.08,1022.23,Middle3
15176,West Englewood,Single Family,99072,13871,9006.55,1898.42,1155.92,Middle3
15179,West Englewood,Single Family,83950,10142,10493.75,1577,1126.89,Middle3
15180,West Englewood,Single Family,53825,9603,10765,1101.38,1200.38,Middle3
15182,West Englewood,Single Family,58293,6488,8327.57,1779.5,1081.33,Middle2
15184,West Englewood,Single Family,54438,14087,6048.67,1442.08,1083.62,Middle3
15195,West Englewood,Single Family,53896,7796,7699.43,1385.71,1113.71,Middle3
15197,West Englewood,Single Family,16972,2316,4243,1074,1158,Middle2
15211,West Englewood,Single Family,78063,9687,7806.3,1539.1,968.7,Middle3
15212,West Englewood,Single Family,86567,7822,12366.71,1813.14,1117.43,Middle3
15228,West Englewood,Single Family,51434,7157,7347.71,1792.86,1022.43,Ancient
15229,West Englewood,Single Family,83683,11023,7607.55,1577.7,1102.3,Ancient
15233,West Englewood,Single Family,36175,4260,12058.33,2124,1065,Middle2
15235,West Englewood,Single Family,18555,3764,6185,1576,1254.67,Middle2
15236,West Englewood,Single Family,158175,19814,8325,1678.22,1100.78,Middle3
15246,West Englewood,Single Family,31207,4829,7801.75,2160.25,1207.25,Ancient
15248,West Englewood,Single Family,31420,3913,7855,2112.75,978.25,Ancient
15253,West Englewood,Single Family,41110,6013,10277.5,1422.4,1202.6,Middle3
15261,West Englewood,Single Family,39104,6580,9776,1552.6,1316,Middle3
15267,West Englewood,Single Family,46471,8035,7745.17,1893.5,1339.17,Middle3
15284,West Englewood,Single Family,84086,16462,7007.17,1898.46,1266.31,Middle3
15285,West Englewood,Single Family,113564,9259,12618.22,1494.56,1028.78,Ancient
15289,West Englewood,Single Family,51202,8597,7314.57,1649.38,1074.63,Middle3
15290,West Englewood,Single Family,53711,8564,8951.83,1667,1223.43,Ancient
15291,West Englewood,Single Family,68983,10307,9854.71,1759.63,1288.38,Middle3
15293,West Englewood,Single Family,144581,13540,14458.1,1525.82,1230.91,Ancient
15304,West Englewood,Single Family,66228,8501,9461.14,1777.13,1062.63,Ancient
15305,West Englewood,Single Family,24692,5289,8230.67,1629,1057.8,Middle3
15308,West Englewood,Single Family,56421,9118,8060.14,1778.38,1139.75,Ancient
15313,West Englewood,Single Family,68530,7416,11421.67,1766.5,1236,Middle3
15314,West Englewood,Single Family,56400,4450,9400,1423.5,1112.5,Ancient
15324,West Englewood,Single Family,118182,15287,8441.57,1644.85,1175.92,Middle3
15331,West Englewood,Single Family,77851,10844,9731.38,1330.78,1204.89,Middle3
15332,West Englewood,Single Family,153308,18603,8517.11,1664.94,1162.69,Middle3
15335,West Englewood,Single Family,103288,9993,9389.82,1535.38,1249.13,Middle3
15338,West Englewood,Single Family,57782,6732,11556.4,1266.83,1122,Middle3
15339,West Englewood,Single Family,95800,5514,11975,1513,1102.8,Middle3
15342,West Englewood,Single Family,81797,10777,9088.56,1404.78,1197.44,Middle3
15358,West Englewood,Single Family,49074,9875,6134.25,1280.38,1234.38,Middle3
15376,West Englewood,Single Family,117762,21239,7850.8,1253.85,1061.95,Middle2
15379,West Englewood,Single Family,113893,12668,8761,1468.91,1151.64,Middle3
15381,West Englewood,Single Family,85874,14396,7156.17,1486.38,1107.38,Middle3
15382,West Englewood,Single Family,104752,12431,9522.91,1241.82,1130.09,Middle3
15387,West Englewood,Single Family,36846,5340,6141,1456,1068,Middle2
15388,West Englewood,Single Family,114949,11625,10449.91,1516.18,1056.82,Middle3
15390,West Englewood,Single Family,86794,11664,6199.57,1642.5,1166.4,Middle3
15394,West Englewood,Single Family,68353,8770,6835.3,1442.75,1096.25,Middle3
15396,West Englewood,Single Family,66445,5653,9492.14,1465.8,1130.6,Middle2
15400,West Englewood,Single Family,51350,5774,8558.33,1635.2,1154.8,Middle3
15412,West Englewood,Single Family,49787,3537,9957.4,1788.67,1179,Middle3
15421,West Englewood,Single Family,49892,5144,8315.33,1857.2,1028.8,Middle3
15427,West Englewood,Single Family,133932,13759,11161,1593.73,1250.82,Middle2
15434,West Englewood,Single Family,119058,12066,9921.5,1486.55,1096.91,Middle3
15441,West Englewood,Single Family,41064,3220,10266,1042.33,1073.33,Middle2
15448,West Englewood,Single Family,171806,14337,14317.17,1676.75,1194.75,Middle3
15452,West Englewood,Single Family,41846,6421,8369.2,1066,1070.17,Middle3
15460,West Englewood,Single Family,64751,6156,10791.83,1712.83,1026,Middle3
15464,West Englewood,Single Family,18789,4351,6263,1527.75,1087.75,Ancient
15469,West Englewood,Single Family,47534,7937,7922.33,1357,1322.83,Middle3
15482,West Englewood,Single Family,78143,9965,8682.56,2265.13,1245.63,Middle3
15483,West Englewood,Single Family,11289,2119,5644.5,1784,1059.5,Middle3
15488,West Englewood,Single Family,36374,5752,9093.5,2207.4,1150.4,Middle3
15493,West Englewood,Single Family,118036,12417,9836.33,2077.91,1128.82,Middle3
15494,West Englewood,Single Family,52806,8087,5867.33,1297.29,1155.29,Middle3
15496,West Englewood,Single Family,121734,16352,10144.5,1816.57,1168,Middle3
15499,West Englewood,Single Family,93458,8985,9345.8,1738.75,1123.13,Middle3
15502,West Englewood,Single Family,140104,13671,10777.23,1915.27,1242.82,Middle3
15503,West Englewood,Single Family,110363,7348,13795.38,1351.33,1224.67,Middle3
15507,West Englewood,Single Family,94022,11628,9402.2,1913.09,1057.09,Ancient
15511,West Englewood,Single Family,84500,14031,8450,1529.08,1079.31,Middle3
15512,West Englewood,Single Family,139096,17352,9273.07,1534.2,1156.8,Middle3
15514,West Englewood,Single Family,97580,15552,6970,1681.54,1196.31,Middle3
15532,West Englewood,Single Family,112327,14162,8640.54,1673.36,1287.45,Middle3
15538,West Englewood,Single Family,74542,14119,8282.44,1536.92,1176.58,Middle3
15539,West Englewood,Single Family,101571,12006,10157.1,1735.9,1200.6,Middle3
15540,West Englewood,Single Family,99634,12637,9963.4,1673.55,1148.82,Middle3
15548,West Englewood,Single Family,17604,5332,5868,1496.2,1066.4,Middle3
15550,West Englewood,Single Family,64993,8020,7221.44,1502.75,1002.5,Middle3
15554,West Englewood,Single Family,35769,3917,8942.25,1503.5,979.25,Middle2
15556,West Englewood,Single Family,53000,7778,8833.33,1770.14,1111.14,Middle3
15560,West Englewood,Multi < 7,19507,2826,9753.5,2090.5,1413,Middle3
15570,West Englewood,Single Family,63353,13126,9050.43,1527.45,1193.27,Middle3
15580,West Englewood,Single Family,119282,12580,11928.2,1610.58,1048.33,Middle3
15586,West Englewood,Single Family,122108,16148,8140.53,1464.71,1153.43,Middle3
15592,West Englewood,Single Family,22638,5005,5659.5,1107.4,1001,Middle2
15595,West Englewood,Single Family,82257,11436,8225.7,1501.7,1143.6,Middle2
15603,West Englewood,Single Family,142797,17897,8399.82,1377.88,1118.56,Middle2
15605,West Englewood,Single Family,124045,12366,10337.08,1519.36,1124.18,Middle2
15608,West Englewood,Single Family,106259,11881,7083.93,1458.18,1080.09,Middle2
15614,West Englewood,Single Family,98740,12863,8976.36,1316.82,1169.36,Middle2
15622,West Englewood,Single Family,58449,7211,11689.8,1256.43,1030.14,Middle3
15629,West Englewood,Single Family,86956,8721,7905.09,1703.13,1090.13,Middle3
15639,West Englewood,Single Family,39023,6710,9755.75,1293,1118.33,Middle3
15640,West Englewood,Single Family,70548,10296,8818.5,1947.38,1287,Middle3
15643,West Englewood,Single Family,25762,4764,8587.33,1494.75,1191,Middle3
15647,West Englewood,Single Family,51571,8907,7367.29,1987.43,1272.43,Middle3
15655,West Garfield Park,Single Family,68475,7770,11412.5,1673.33,1295,Ancient
15656,West Garfield Park,Single Family,99261,14357,8271.75,1491.18,1305.18,Middle3
15666,West Garfield Park,Single Family,65727,6794,9389.57,1749.67,1132.33,Ancient
15668,West Garfield Park,Single Family,18836,2351,4709,1036,1175.5,Ancient
15669,West Garfield Park,Single Family,46656,5713,7776,1497,1142.6,Middle3
15681,West Garfield Park,Single Family,28344,3485,14172,1792.33,1161.67,Middle3
15689,West Garfield Park,Single Family,19444,3696,6481.33,1662,1232,Ancient
15691,West Garfield Park,Single Family,85103,7056,9455.89,1799.14,1008,Ancient
15695,West Garfield Park,Single Family,78647,7061,11235.29,1731,1176.83,Middle3
15700,West Garfield Park,Single Family,69026,10703,9860.86,1981.25,1337.88,Middle3
15703,West Garfield Park,Single Family,26851,2320,13425.5,2397,1160,Middle3
15704,West Garfield Park,Single Family,12458,2766,4152.67,1619,1383,Middle3
15713,West Lawn,Single Family,139952,17528,8747,1266.24,1031.06,Middle2
15717,West Lawn,Single Family,106378,19837,7598.43,1647.8,1322.47,Middle3
15720,West Lawn,Single Family,136539,21031,8533.69,1419.35,1237.12,Middle3
15728,West Lawn,Single Family,102991,16647,7922.38,1362.86,1189.07,Middle3
15730,West Lawn,Single Family,133569,17375,8904.6,1533.29,1241.07,Middle2
15737,West Lawn,Single Family,65397,12644,7266.33,1343.8,1264.4,Middle2
15741,West Lawn,Single Family,105663,18733,7547.36,1389.87,1248.87,Middle2
15745,West Lawn,Commercial,20045,2128,10022.5,1455.5,1064,Middle3
15749,West Lawn,Single Family,112098,14092,8622.92,1254.62,1084,Middle2
15752,West Lawn,Single Family,128616,14430,9893.54,1307.92,1110,Middle2
15756,West Lawn,Single Family,151510,21656,9469.38,1329.89,1139.79,Middle2
15764,West Lawn,Single Family,111063,19124,7404.2,1250,1195.25,Middle2
15765,West Lawn,Single Family,20336,3774,6778.67,1238,943.5,Middle1
15772,West Lawn,Single Family,70045,11220,7004.5,1147.7,1122,Middle2
15780,West Lawn,Single Family,78632,13514,7863.2,1244.25,1126.17,Middle2
15787,West Lawn,Single Family,138104,24751,7672.44,1366.05,1237.55,Middle2
15789,West Lawn,Single Family,164045,18360,10252.81,1343.25,1147.5,Middle2
15796,West Lawn,Single Family,169254,15809,11283.6,1256.5,1129.21,Middle3
15800,West Lawn,Single Family,100232,14600,7710.15,1290.38,1123.08,Middle3
15807,West Lawn,Single Family,117842,15273,9064.77,1188.92,1174.85,Middle2
15810,West Lawn,Single Family,71944,8157,10277.71,1169.88,1019.63,Middle2
15811,West Lawn,Single Family,108647,14862,9877,1381.85,1143.23,Middle2
15813,West Lawn,Single Family,92672,12850,7722.67,1156.58,1070.83,Middle2
15815,West Lawn,Multi < 7,13512,3928,6756,1575.33,1309.33,Middle3
15825,West Lawn,Single Family,121999,18543,7624.94,1125.82,1090.76,Middle2
15828,West Lawn,Single Family,120889,12755,10074.08,1167.25,1062.92,Middle2
15829,West Lawn,Single Family,107515,12079,9774.09,1199.18,1098.09,Middle3
15834,West Lawn,Single Family,155311,21214,8628.39,1151.83,1178.56,Middle2
15840,West Lawn,Single Family,127346,17891,8489.73,990.76,1052.41,Middle2
15843,West Lawn,Single Family,161685,17415,10105.31,1113.24,1024.41,Middle2
15848,West Lawn,Single Family,118732,18182,7915.47,1198.06,1069.53,Middle2
15857,West Lawn,Single Family,125427,17361,9648.23,1254.13,1157.4,Middle2
15860,West Lawn,Single Family,103565,11702,7966.54,1355,975.17,Middle3
15866,West Lawn,Single Family,110986,16577,8537.38,1429.69,1275.15,Middle3
15867,West Lawn,Single Family,121751,20148,8116.73,1438.07,1343.2,Middle2
15868,West Lawn,Single Family,177433,23697,9338.58,1343.68,1247.21,Middle2
15885,West Lawn,Single Family,155846,16000,9167.41,1339.41,941.18,Middle2
15886,West Lawn,Single Family,121057,16272,8070.47,1408.73,1084.8,Middle2
15890,West Lawn,Single Family,105279,16822,9570.82,1338,1294,Middle2
15898,West Lawn,Single Family,73773,16029,6706.64,1167.4,1068.6,Middle2
15901,West Lawn,Single Family,192726,19290,10707,1271.71,1134.71,Middle2
15903,West Lawn,Single Family,168206,24084,9344.78,1521.89,1338,Middle2
15907,West Lawn,Single Family,107698,15895,7692.71,1409.13,1059.67,Middle3
15908,West Lawn,Single Family,134870,15534,9633.57,1326.69,1194.92,Middle2
15909,West Lawn,Single Family,187377,22492,9861.95,1484.95,1183.79,Middle2
15913,West Lawn,Single Family,190334,23496,10574.11,1492.63,1236.63,Middle2
15914,West Lawn,Single Family,155819,21523,8656.61,1313.61,1195.72,Middle2
