ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
8423,Humboldt Park,Single Family,126537,11105,11503.36,1270.64,1009.55,Middle2
8431,Humboldt Park,Single Family,120779,16076,8627.07,1405.8,1071.73,Ancient
8433,Humboldt Park,Single Family,67512,5669,11252,1021.6,1133.8,Middle1
8435,Humboldt Park,Single Family,64065,7589,9152.14,1080.43,1084.14,Middle3
8444,Humboldt Park,Single Family,29829,2851,9943,1436.33,950.33,Middle2
8448,Humboldt Park,Single Family,58582,4162,11716.4,1106.5,1040.5,Ancient
8451,Humboldt Park,Single Family,25977,5716,5195.4,1417.2,1143.2,Ancient
8453,Humboldt Park,Single Family,25232,3266,8410.67,1106,1088.67,Middle3
8456,Humboldt Park,Single Family,14039,2635,7019.5,1788.5,1317.5,Ancient
8459,Humboldt Park,Single Family,71884,6590,11980.67,1849.6,1318,Ancient
8460,Humboldt Park,Single Family,159702,15709,9981.38,1436.93,1122.07,Ancient
8467,Humboldt Park,Single Family,31887,7074,5314.5,1630.33,1179,Ancient
8471,Humboldt Park,Single Family,48134,5292,9626.8,1560,1323,Ancient
8481,Humboldt Park,Single Family,195930,25144,8905.91,1625.77,1142.91,Middle3
8482,Humboldt Park,Single Family,105496,19471,8115.08,1467.8,1298.07,Middle3
8487,Humboldt Park,Single Family,39460,3676,13153.33,2336.33,1225.33,Ancient
8491,Humboldt Park,Single Family,9893,2432,4946.5,1842,1216,Newer
8492,Humboldt Park,Single Family,47139,8211,6734.14,1363.57,1173,Ancient
8494,Humboldt Park,Commercial,27387,3692,13693.5,1301.33,1230.67,Middle1
8500,Humboldt Park,Commercial,25297,3901,8432.33,1308.67,1300.33,Newer
8503,Humboldt Park,Commercial,39752,1875,19876,1251,937.5,Ancient
8506,Humboldt Park,Single Family,56614,6191,11322.8,1902.4,1238.2,Middle3
8507,Humboldt Park,Multi < 7,92043,14417,8367.55,1994.27,1310.64,Middle3
8512,Humboldt Park,Multi < 7,189832,17283,12655.47,1850.57,1234.5,Middle3
8518,Humboldt Park,Single Family,15022,2506,7511,1433.5,1253,Ancient
8526,Humboldt Park,Single Family,97134,9452,12141.75,1525.63,1181.5,Ancient
8529,Humboldt Park,Single Family,28091,2900,7022.75,1490,966.67,Ancient
8531,Humboldt Park,Single Family,39341,7121,6556.83,1361,1424.2,Middle3
8535,Humboldt Park,Single Family,37435,5570,7487,1600.6,1114,Middle3
8538,Humboldt Park,Single Family,62633,8806,8947.57,1559.44,978.44,Ancient
8543,Humboldt Park,Single Family,82212,9615,8221.2,1632,1068.33,Ancient
8556,Humboldt Park,Single Family,33799,2568,16899.5,2286.5,1284,Middle3
8567,Humboldt Park,Single Family,23502,3016,5875.5,1494.67,1005.33,Ancient
8574,Humboldt Park,Single Family,36091,4802,12030.33,1425,1200.5,Ancient
8576,Humboldt Park,Single Family,37896,3382,9474,1724.33,1127.33,Middle2
8585,Humboldt Park,Single Family,19349,5048,6449.67,908.2,1009.6,Middle3
8587,Humboldt Park,Single Family,67353,4404,16838.25,2096,1101,Ancient
8588,Humboldt Park,Single Family,78473,4253,15694.6,1846.75,1063.25,Middle2
8589,Humboldt Park,Single Family,17803,3364,8901.5,1410.33,1121.33,Middle2
8591,Humboldt Park,Single Family,37409,8615,6234.83,1515.88,1076.88,Middle3
8593,Humboldt Park,Single Family,80668,7335,13444.67,1757.71,1047.86,Middle3
8594,Humboldt Park,Single Family,43361,4206,8672.2,1153.75,1051.5,Middle3
8595,Humboldt Park,Single Family,14402,1853,7201,1755.5,926.5,Middle3
8601,Humboldt Park,Single Family,30203,2440,15101.5,1209.5,1220,Middle3
8606,Humboldt Park,Single Family,56415,9305,6268.33,1307.71,1329.29,Ancient
8612,Humboldt Park,Single Family,13232,3256,6616,880.33,1085.33,Middle2
8619,Humboldt Park,Single Family,166700,20897,10418.75,1842,1229.24,Middle3
8622,Humboldt Park,Multi < 7,134470,15775,10343.85,1717.62,1213.46,Ancient
8623,Humboldt Park,Single Family,64488,13589,6448.8,1143.75,1132.42,Middle3
8624,Humboldt Park,Single Family,75929,7042,7592.9,1679.5,1173.67,Ancient
8625,Humboldt Park,Single Family,20920,2505,10460,1201.5,1252.5,Middle2
8644,Humboldt Park,Single Family,53857,8904,6732.13,1319,1113,Middle2
8645,Humboldt Park,Single Family,35210,5009,8802.5,1496.25,1252.25,Ancient
8649,Humboldt Park,Single Family,16833,2189,8416.5,1482.5,1094.5,Middle1
8651,Humboldt Park,Single Family,19962,3419,6654,1067.33,1139.67,Middle3
8652,Humboldt Park,Single Family,161067,13431,13422.25,1476.75,1119.25,Middle2
8658,Humboldt Park,Single Family,110052,13914,9171,1342.27,1264.91,Middle3
8661,Humboldt Park,Single Family,54510,4567,10902,1541.25,1141.75,Middle3
8662,Humboldt Park,Single Family,72001,9368,9000.13,1566.25,1171,Middle3
8663,Humboldt Park,Single Family,105575,12946,8797.92,1189,995.85,Middle2
8664,Humboldt Park,Single Family,34211,6885,6842.2,925.83,1147.5,Middle2
8671,Humboldt Park,Multi < 7,10418,2520,5209,1618.5,1260,Middle3
8673,Humboldt Park,Multi < 7,74673,12977,8297,1552,1441.89,Middle3
8677,Humboldt Park,Multi < 7,132124,5119,18874.86,2060,1279.75,Middle3
8684,Humboldt Park,Multi < 7,45562,6624,9112.4,1717.83,1104,Middle3
8687,Humboldt Park,Single Family,82231,8538,13705.17,1450.29,1219.71,Middle3
8688,Humboldt Park,Single Family,150414,19792,8356.33,1708.2,1319.47,Middle3
8689,Humboldt Park,Single Family,93455,14450,9345.5,1825.83,1204.17,Middle3
8693,Humboldt Park,Single Family,176763,17833,11047.69,1674.4,1188.87,Middle3
8695,Humboldt Park,Single Family,140115,15888,11676.25,1694.46,1222.15,Ancient
8702,Humboldt Park,Single Family,129317,11974,14368.56,1747.2,1197.4,Middle3
8703,Humboldt Park,Multi < 7,26101,6739,8700.33,1594.8,1347.8,Middle3
8704,Humboldt Park,Multi < 7,19533,3542,4883.25,2144.67,1180.67,Middle3
8707,Humboldt Park,Single Family,121207,16500,10100.58,1550.93,1178.57,Middle3
8709,Humboldt Park,Multi < 7,44988,3478,14996,1697,1159.33,Middle2
8711,Humboldt Park,Single Family,149025,19222,9935,1895.5,1201.38,Middle3
8714,Hyde Park,Commercial,8567,2264,4283.5,1048,1132,Newer
8724,Irving Park,Single Family,68542,10349,8567.75,1198.89,1149.89,Middle2
8725,Irving Park,Single Family,58879,9606,8411.29,1249.13,1200.75,Middle3
8726,Irving Park,Single Family,130034,11695,13003.4,1592.2,1169.5,Middle3
8731,Irving Park,Single Family,41163,4724,10290.75,1088.5,1181,Middle2
8738,Irving Park,Single Family,164104,21534,9653.18,1475.35,1266.71,Middle3
8739,Irving Park,Single Family,118456,13323,9871.33,1277.08,1110.25,Middle2
8741,Irving Park,Single Family,132085,15859,10160.38,1162.31,1321.58,Middle3
8742,Irving Park,Single Family,52963,8822,7566.14,1374.57,1260.29,Middle3
8743,Irving Park,Single Family,101665,12886,8472.08,1332.5,1073.83,Ancient
8750,Irving Park,Multi < 7,11903,2880,5951.5,1692.5,1440,Middle2
8753,Irving Park,Single Family,56927,8675,9487.83,1506.71,1239.29,Ancient
8757,Irving Park,Single Family,36316,2547,18158,759,1273.5,Ancient
8764,Irving Park,Single Family,102899,9994,12862.38,1298.38,1249.25,Middle3
8767,Irving Park,Single Family,102013,10596,9273.91,1178.7,1059.6,Middle3
8770,Irving Park,Single Family,105902,17333,7564.43,1334.21,1238.07,Ancient
8772,Irving Park,Multi < 7,39740,4009,13246.67,1891,1336.33,Middle3
8777,Irving Park,Single Family,70379,10526,7819.89,1341.89,1169.56,Ancient
8783,Irving Park,Single Family,94179,9595,10464.33,1072.89,1066.11,Middle3
8785,Irving Park,Multi < 7,16827,3474,4206.75,1945.33,1158,Ancient
8789,Irving Park,Single Family,174815,17591,10283.24,1431.18,1256.5,Middle3
8792,Irving Park,Single Family,70245,9805,10035,1656.14,1400.71,Middle3
8794,Irving Park,Single Family,20870,2760,6956.67,1305.67,920,Middle3
8804,Irving Park,Single Family,84780,10167,8478,1426,1016.7,Ancient
8807,Irving Park,Single Family,78212,10994,8690.22,1700.33,1221.56,Middle3
8812,Irving Park,Single Family,61616,8891,8802.29,1162.14,1270.14,Middle3
8814,Irving Park,Single Family,51669,8046,8611.5,1305.29,1149.43,Middle1
8820,Irving Park,Single Family,132981,12082,12089.18,1352.75,1098.36,Middle3
8826,Irving Park,Single Family,29517,4842,5903.4,784.5,1210.5,Middle3
8829,Irving Park,Single Family,62606,7381,10434.33,1355.83,1230.17,Middle3
8832,Irving Park,Single Family,125737,17887,8382.47,1321.07,1192.47,Ancient
8846,Irving Park,Single Family,24977,4881,6244.25,1430.5,1220.25,Middle3
8857,Irving Park,Single Family,36162,2735,18081,1937,1367.5,Middle3
8858,Irving Park,Single Family,23528,4841,5882,1557.75,1210.25,Middle3
8860,Irving Park,Single Family,78522,11352,7852.2,1159.82,1032,Middle3
8861,Irving Park,Single Family,108068,13734,10806.8,1403,1248.55,Middle1
8864,Irving Park,Single Family,117052,10596,10641.09,1419.2,1059.6,Middle2
8870,Irving Park,Single Family,53572,4988,10714.4,1264.6,997.6,Ancient
8875,Irving Park,Single Family,97892,14408,8899.27,1376,1200.67,Middle3
8876,Irving Park,Single Family,128993,17350,10749.42,1404.23,1334.62,Middle3
8881,Irving Park,Single Family,31089,4674,7772.25,1282,1168.5,Middle1
8882,Irving Park,Single Family,63544,10815,7060.44,1209.22,1201.67,Middle3
8886,Irving Park,Single Family,53219,9893,7602.71,1315.75,1236.63,Middle3
8888,Irving Park,Single Family,44783,8757,6397.57,1217.29,1251,Middle3
8904,Irving Park,Single Family,95399,11668,8672.64,1451.73,1060.73,Middle3
8911,Irving Park,Multi < 7,60775,7021,10129.17,1407,1170.17,Ancient
8916,Irving Park,Single Family,95567,16373,7351.31,1217.71,1169.5,Middle3
8919,Irving Park,Single Family,53251,2793,26625.5,1589,1396.5,Middle3
8920,Irving Park,Single Family,54837,9010,7833.86,1293,1287.14,Middle3
8923,Irving Park,Single Family,85147,17196,7740.64,1467.92,1322.77,Middle3
8924,Irving Park,Single Family,31740,4020,7935,1664.25,1005,Middle3
8928,Irving Park,Single Family,43547,4997,10886.75,1544.25,1249.25,Ancient
8929,Irving Park,Single Family,104237,10925,10423.7,1387.1,1092.5,Ancient
8934,Irving Park,Single Family,41081,5673,10270.25,1383.6,1134.6,Middle3
8940,Irving Park,Single Family,78229,9755,9778.63,1330.25,1219.38,Middle3
8942,Irving Park,Multi < 7,34374,5034,8593.5,1318.25,1258.5,Middle3
8946,Irving Park,Single Family,134951,15519,9639.36,1347.5,1108.5,Middle3
8952,Irving Park,Single Family,26689,5739,6672.25,1239.8,1147.8,Middle3
8953,Irving Park,Single Family,7659,2138,3829.5,1363,1069,Middle3
8956,Irving Park,Single Family,30451,4540,10150.33,1504.5,1135,Middle3
8960,Irving Park,Single Family,47360,5033,11840,1422.5,1258.25,Middle2
8962,Irving Park,Single Family,82993,10965,8299.3,1226.7,1096.5,Middle3
8966,Irving Park,Single Family,102834,13462,9348.55,1136.7,1346.2,Ancient
8968,Irving Park,Single Family,29352,2415,14676,1911,1207.5,Middle3
8972,Irving Park,Single Family,100658,8965,11184.22,1425.88,1120.63,Middle3
8981,Irving Park,Single Family,29313,4020,9771,1743,1340,Middle3
8989,Irving Park,Commercial,8119,2210,4059.5,1315,1105,Middle2
8995,Irving Park,Single Family,38300,8157,4787.5,1280,1019.63,Middle2
8996,Irving Park,Single Family,68358,8328,9765.43,1317.14,1189.71,Middle3
8997,Irving Park,Single Family,149118,20370,8284.33,1169.68,1072.11,Middle2
9004,Irving Park,Single Family,83633,9009,11947.57,1338.29,1287,Middle2
9006,Irving Park,Single Family,144240,21015,8484.71,1268.95,1106.05,Middle2
9009,Irving Park,Single Family,129925,13305,9280.36,1198.25,1108.75,Middle2
9012,Irving Park,Single Family,73814,9685,8201.56,1372.78,1076.11,Middle3
9014,Irving Park,Single Family,66710,9583,9530,1073.56,1064.78,Middle2
9015,Irving Park,Single Family,37976,5491,6329.33,1206.6,1098.2,Middle3
9018,Irving Park,Single Family,154711,18498,9669.44,1466.63,1156.13,Middle3
9021,Irving Park,Single Family,56229,8984,7028.63,1425.5,1123,Middle2
9026,Irving Park,Single Family,131368,15827,10105.23,1270.07,1130.5,Middle3
9030,Irving Park,Single Family,20643,3970,5160.75,1625.75,992.5,Middle3
9031,Irving Park,Single Family,44679,6336,11169.75,1325.4,1267.2,Ancient
9040,Irving Park,Single Family,56350,10946,6261.11,1344.11,1216.22,Middle3
9043,Irving Park,Single Family,24935,2574,12467.5,1733.5,1287,Middle3
9046,Irving Park,Single Family,17579,3347,5859.67,1759,1115.67,Middle2
9047,Irving Park,Single Family,32570,4619,8142.5,1143.5,1154.75,Middle3
9055,Irving Park,Single Family,145814,17564,9720.93,1311.87,1170.93,Middle3
9057,Irving Park,Single Family,40270,7080,13423.33,1391,1180,Middle3
9060,Irving Park,Single Family,21343,3799,7114.33,1326,1266.33,Middle3
9064,Jefferson Park,Single Family,38080,6572,7616,931.5,1095.33,Middle2
9068,Jefferson Park,Single Family,118896,17542,7431,1111.56,1096.38,Middle2
9078,Jefferson Park,Single Family,78235,9186,9779.38,1222,1148.25,Middle2
9086,Jefferson Park,Single Family,119619,11441,14952.38,1803.33,1271.22,Middle3
9087,Jefferson Park,Single Family,75248,10018,9406,1261.13,1252.25,Middle2
9089,Jefferson Park,Single Family,111205,14097,9267.08,1494,1174.75,Middle2
9096,Jefferson Park,Single Family,118032,11490,10730.18,1403.9,1149,Middle3
9097,Jefferson Park,Single Family,98954,17618,7611.85,1201.86,1258.43,Middle3
9104,Jefferson Park,Commercial,22576,2462,11288,1227.5,1231,Middle3
9107,Jefferson Park,Single Family,182630,21344,10146.11,1087.28,1185.78,Middle3
9109,Jefferson Park,Single Family,21234,2311,10617,1048,1155.5,Middle1
9123,Jefferson Park,Single Family,90145,13238,9014.5,1334.6,1323.8,Middle2
9126,Jefferson Park,Commercial,10079,2574,3359.67,1036.5,1287,Middle2
9130,Jefferson Park,Single Family,170173,25967,8956.47,1422.1,1298.35,Middle3
9137,Jefferson Park,Single Family,125413,12143,10451.08,1019.55,1103.91,Middle2
9138,Jefferson Park,Single Family,145692,21670,8094,1206.83,1203.89,Middle2
9147,Jefferson Park,Single Family,154312,18539,10287.47,1106.73,1235.93,Middle3
9148,Jefferson Park,Single Family,113296,12852,11329.6,1346.9,1285.2,Middle3
9156,Jefferson Park,Single Family,46206,8008,6600.86,899.57,1144,Middle2
9167,Jefferson Park,Single Family,174926,26495,8329.81,1116.19,1261.67,Middle2
9168,Jefferson Park,Single Family,154420,21847,9083.53,1242.28,1213.72,Middle2
9172,Jefferson Park,Single Family,86973,12412,8697.3,1254.09,1128.36,Middle2
9183,Jefferson Park,Single Family,118655,19677,7910.33,1189.41,1157.47,Middle2
9185,Jefferson Park,Single Family,136286,23725,7571.44,1196.84,1248.68,Middle2
9187,Jefferson Park,Single Family,130814,18662,7694.94,1115.61,1036.78,Middle2
9201,Jefferson Park,Single Family,66495,11405,8311.88,1056.5,1425.63,Middle2
9202,Jefferson Park,Single Family,40603,4536,8120.6,1223.5,1134,Middle2
9214,Jefferson Park,Single Family,119042,19993,8503,1210.87,1332.87,Middle1
9229,Jefferson Park,Single Family,119444,22764,7026.12,1108.5,1264.67,Middle2
9231,Jefferson Park,Single Family,103207,17423,7371.93,1156.07,1244.5,Middle2
9236,Jefferson Park,Single Family,107325,18095,7666.07,1331.73,1206.33,Middle2
9242,Jefferson Park,Single Family,47809,7229,6829.86,1036.29,1032.71,Middle2
9244,Jefferson Park,Single Family,27155,4168,9051.67,1205.5,1042,Middle1
9254,Jefferson Park,Single Family,51134,9443,7304.86,1159.38,1180.38,Middle2
9262,Jefferson Park,Single Family,49699,8098,7099.86,1056,1156.86,Middle2
9264,Jefferson Park,Single Family,176234,18816,11748.93,1414.4,1254.4,Middle2
9269,Jefferson Park,Single Family,139988,17942,9999.14,1254.93,1281.57,Middle2
9276,Jefferson Park,Single Family,95056,14701,8641.45,1390.33,1225.08,Middle2
9279,Jefferson Park,Single Family,93576,19745,6684,1281.63,1234.06,Middle3
9292,Jefferson Park,Single Family,32820,2284,16410,1400,1142,Middle2
9297,Jefferson Park,Single Family,170312,18551,10644.5,1299.82,1091.24,Middle3
9307,Jefferson Park,Single Family,140385,20187,9359,1527.13,1261.69,Middle3
9311,Jefferson Park,Single Family,189351,22598,11834.44,1277.76,1329.29,Middle3
9314,Jefferson Park,Single Family,196471,21720,10340.58,1200.83,1206.67,Middle3
9315,Jefferson Park,Single Family,71445,9808,8930.63,1254,1089.78,Middle3
9324,Jefferson Park,Single Family,64052,9723,7116.89,961.33,1080.33,Middle3
9325,Jefferson Park,Single Family,133054,18103,10234.92,1354.43,1293.07,Middle2
9330,Jefferson Park,Single Family,70823,8266,11803.83,1323.57,1180.86,Middle2
9331,Jefferson Park,Single Family,52422,6662,10484.4,1407.17,1110.33,Middle3
9333,Jefferson Park,Single Family,118655,17257,7910.33,1204.2,1150.47,Middle3
9341,Jefferson Park,Single Family,115035,15429,8848.85,1144.38,1186.85,Middle2
9344,Jefferson Park,Single Family,171730,20789,10733.13,1277.53,1222.88,Middle3
9352,Jefferson Park,Single Family,70943,13816,7882.56,1307.5,1381.6,Middle3
9353,Jefferson Park,Commercial,14587,2164,7293.5,870,1082,Middle2
9359,Jefferson Park,Single Family,147259,19882,8662.29,1327.47,1169.53,Middle3
9364,Jefferson Park,Single Family,103218,17005,8601.5,1092.31,1308.08,Middle2
9367,Jefferson Park,Single Family,51949,5399,10389.8,1455,1079.8,Middle3
9368,Jefferson Park,Single Family,125726,17545,8381.73,1113,1169.67,Middle3
9370,Jefferson Park,Single Family,75786,14821,5829.69,1271.69,1140.08,Middle3
9372,Jefferson Park,Single Family,173743,28384,8273.48,1460.86,1351.62,Middle3
9375,Jefferson Park,Single Family,115565,17342,9630.42,1476.25,1445.17,Middle3
9381,Jefferson Park,Single Family,111997,14522,10181.55,1235.42,1210.17,Middle3
9386,Jefferson Park,Single Family,105855,11416,10585.5,1142.7,1141.6,Middle3
9391,Lakeview,Single Family,91950,10849,10216.67,1180.11,1205.44,Ancient
9398,Lakeview,Single Family,61052,4003,20350.67,2024,1334.33,Ancient
9414,Lakeview,Single Family,64788,12523,7198.67,788.22,1391.44,Newer
9415,Lakeview,Single Family,117289,17394,9774.08,1439.85,1338,Ancient
9430,Lincoln Park,Single Family,26719,3782,8906.33,971.67,1260.67,Ancient
9431,Lincoln Park,Multi 7+,37590,4526,9397.5,1904.25,1131.5,Newer
9434,Lincoln Park,Single Family,169253,11537,16925.3,1248.6,1153.7,Newer
9435,Lincoln Park,Single Family,29667,3453,9889,877,1151,Newer
9436,Lincoln Park,Single Family,55549,6838,11109.8,1282.83,1139.67,Middle2
9440,Lincoln Square,Single Family,39689,5050,9922.25,1116.4,1010,Ancient
9448,Lincoln Square,Single Family,80517,10532,8946.33,1359.33,1170.22,Middle3
9450,Lincoln Square,Single Family,90098,13145,8190.73,1377.18,1195,Middle3
9451,Lincoln Square,Single Family,53796,6443,10759.2,1215.67,1073.83,Ancient
9455,Lincoln Square,Single Family,64572,9101,8071.5,1209,1137.63,Ancient
9460,Lincoln Square,Single Family,141591,22319,7866.17,1176.89,1239.94,Middle3
9466,Lincoln Square,Single Family,62390,7748,7798.75,1431.29,1106.86,Middle2
9471,Lincoln Square,Commercial,39910,2400,13303.33,2018,1200,Middle2
9479,Lincoln Square,Single Family,58106,8585,8300.86,1106.43,1226.43,Ancient
9488,Lincoln Square,Single Family,18884,4928,4721,1259,1232,Newer
9497,Lincoln Square,Single Family,10055,2395,5027.5,1220.5,1197.5,Middle2
9500,Lincoln Square,Single Family,64886,8176,9269.43,1201.29,1168,Middle2
9503,Lincoln Square,Single Family,30551,12072,4364.43,1598.6,1207.2,Middle3
9509,Lincoln Square,Single Family,33786,5561,8446.5,1492.25,1390.25,Middle3
9510,Lincoln Square,Single Family,20300,3506,6766.67,1313,1168.67,Middle3
9532,Lincoln Square,Single Family,82022,9903,9113.56,1486.13,1237.88,Middle3
9536,Lincoln Square,Single Family,62408,7251,10401.33,1288.17,1208.5,Middle3
9538,Lincoln Square,Single Family,16308,2813,8154,1265.5,1406.5,Middle3
9540,Lincoln Square,Single Family,36938,5272,9234.5,1373.75,1318,Middle3
9543,Lincoln Square,Single Family,25950,2600,12975,1666,1300,Middle3
9551,Logan Square,Single Family,92842,12793,8440.18,1224.55,1163,Ancient
9552,Logan Square,Single Family,49052,3888,16350.67,1451.67,1296,Middle3
9558,Logan Square,Single Family,34509,6331,6901.8,1270.8,1266.2,Ancient
9559,Logan Square,Single Family,54317,7551,9052.83,1261.67,1258.5,Ancient
9563,Logan Square,Single Family,54925,6115,9154.17,1296.17,1019.17,Ancient
9567,Logan Square,Single Family,38283,5847,7656.6,1450.4,1169.4,Ancient
9568,Logan Square,Single Family,78567,12379,7856.7,1527.73,1125.36,Ancient
9570,Logan Square,Single Family,121748,16907,10145.67,1378.43,1207.64,Ancient
9573,Logan Square,Single Family,42639,8734,7106.5,1533.43,1247.71,Ancient
9575,Logan Square,Single Family,35810,5349,11936.67,1286.75,1337.25,Ancient
